text,label
"Profil:  | Planerat:  | Status: Emma har känt ett svagt ""molande"" på utsidan av höger knä efter förra passet (2/10 i smärta). Känns inte när hon går, bara ibland i trappor.
Dagens pass: 5 km lugn distans.
Baslinje: Tränar 3 pass i veckan (tis, tors, sön). Veckovolym: ca 20 km.",D
"Profil:  | Planerat:  | Status: Henrik körde ett lugnt cykelpass på 4 timmar igår, men glömde äta ordentligt. Idag vaknar han med extrem energibrist, känner sig skakig och pulsen är låg.
Dagens pass: Backintervaller 10x1 min.
Vad rekommenderar du?",E
"Profil: 28 år, tränar 6 pass/vecka. | Planerat: 10 km distans + 5×200 m stegringar. | Status: HRV normal, vilopuls normal, bra sömn. Känner sig ovanligt seg och ”platt” i benen, ingen smärta.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Johan sprang sitt maraton i söndags. Det är nu onsdag. Han har fortfarande svår träningsvärk i vaderna och lår, men huvudet skriker efter ""endorfinkicken"" och han vill ut och jogga 10 km. Dagens pass: Helvila / Återhämtningsvecka. Vad rekommenderar du?",E
"Profil: 35 år, nybörjare | Planerat: Lugn distans 40 min | Status: Ont i halsen och lätt feber.",E
"Profil: 32 år, tränar för halvmaraton, 50 km/vecka. | Planerat: 14 km distans. | Status: Sovit 6 timmar, pollenhalter höga, ovanligt tung andning på morgonpromenaden.
Vad rekommenderar du?",E
Profil:  | Planerat:  | Status: Leos kompisar (som är äldre och snabbare) frågar om han vill hänga med på deras långpass som går mycket snabbare än Leos planlagda tempo. Leo vill verkligen hänga på. Dagens pass: Långpass 15 km i lugnt tempo (5:00 min/km). Vad rekommenderar du?,E
"Profil:  | Planerat:  | Status: Marcus är ute på ett planerat 8 km tröskelpass. Vid 8 km känner han sig lite sliten, men ser på klockan att om han bara pressar 2 km till så sätter han nytt personbästa på milen på Strava. Han tvekar.
Dagens pass: Avsluta efter 8 km.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Första gången på veckor har Sara sovit ut (8h oavbrutet), ätit bra och har noll stress. Schemat säger dock bara 30 min återhämtningsjogg. Hon vill utnyttja super-dagen till något tyngre.
Dagens pass: 30 min lugn jogg (Zon 1/2).
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: All data (HRV, RHR, sömn) är perfekt. Alex värmer upp inför passet och känner sig i superform. Men under den andra intervallen hugger det till lätt i baksida lår (hamstring). Smärtan är 3/10, det går att springa men det känns onaturligt.
Baslinje: Genomsnittligt HRV: 120. VO2 max: 65. Vilopuls (RHR): 40. Veckovolym: 70 km.
Dagens pass: Korta, snabba intervaller 15x200m i överfart (snabbare än tävlingsfart).",D
"Profil:  | Planerat:  | Status: Första veckan på industrisemestern! Plötsligt sitter Mikael i solstolen hela dagen och är extremt utvilad. Benen känns fjäderlätta och han vill springa mycket mer än schemat säger.
Dagens pass: 6 km lugn distans.
Vad rekommenderar du?",E
Profil:  | Planerat:  | Status: Johan ska springa intervaller och hamnar med yngre löpare. Han springer intervallerna alldeles för snabbt (långt över sin mjölksyratröskel) och känner att han drar på sig mycket syra tidigt i passet. Dagens pass: Tröskelintervaller 4x2 km. Vad rekommenderar du?,E
"Profil:  | Planerat:  | Status: Har tydlig träningsvärk men säger sig vara motiverad att träna. 
Vad rekommenderar du?",E
"Profil: 27 år, tränar inför Göteborgsvarvet, 55 km/vecka. | Planerat: 12 km distans med 5×20 sek progressiva strides. | Status: Dag 1 av menstruationen. Lätt mensvärk och ovanligt tunga ben men ingen skarp smärta. Normal vilopuls och normal sömn.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Kom hem från en jobbresa i USA igår kväll. Har sovit oroligt, kroppen är inställd på fel tidszon och han är lite mosig i huvudet, men benen är utvilade.
Dagens pass: 10x400m tuffa intervaller.
Vad rekommenderar du?",E
"Profil: 21 år, tränar för 800 m, veckovolym 55 km. | Planerat: 6×400 m i tävlingsfart. | Status: Sovit 4h, vilopuls +7 bpm, mycket mental stress.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Mycket stress i skolan/jobbet senaste tre dagarna. Har bara hunnit sova 5 timmar per natt. RHR är uppe på 48 (något förhöjd). Alex är dock extremt motiverad och vill träna hårt för att få en mental paus från stressen.
Baslinje: Genomsnittligt HRV: 120. VO2 max: 65. Vilopuls (RHR): 40. Veckovolym: 70 km.
Dagens pass: Långpass 90 minuter.",A
"Profil:  | Planerat:  | Status: Det är två veckor kvar till maratonloppet. Johan har följt schemat och minskat volymen. Nu får han panik, tycker att han tappat all kondition och känner sig trög. Han vill ut och springa ett snabbt 15 km-pass för att ""väcka benen"". Dagens pass: 8 km mycket lugn jogg + 4 korta stegringar. Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: 3 dagar kvar till JSM (Junior-SM). Leo känner sig plötsligt väldigt tung i kroppen, vilket är vanligt under formtoppning, men han är stressad över det och vill ut och ""testa benen"" hårt. Dagens pass: 20 minuter superlugn jogg. Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: I helgen kände Emma sig stark och sprang 12 km istället för de planerade 8 km. Det var hennes längsta runda någonsin. Nu är det tisdag och hon har massiv träningsvärk (RPE 8/10) i låren.
Dagens pass: Tröskelpass 3x8 minuter.
Baslinje: Tränar 3 pass i veckan (tis, tors, sön). Veckovolym: ca 20 km.",E
"Profil:  | Planerat:  | Status: Emma blir kvar på jobbet pga en kris. Istället för de planerade 60 minuterna har hon nu bara 30 minuter till godo innan hon måste hämta barn. Känner sig stressad.
Dagens pass: Lugn distans 8 km (ca 60 min).
Baslinje: Tränar 3 pass i veckan (tis, tors, sön). Veckovolym: ca 20 km.",E
"Profil: 13 år, ny på löpning, tränar 2–3 ggr/vecka. | Planerat: Lugn distans 5 km. | Status: Ont i magen och låg energi efter skoldagen. Vad rekommenderar du?",E
"Profil: 35 år, motionär, tränar 3–4 pass/vecka, siktar på milen (10 km) om 5 veckor. | Planerat: 12 km distans varav 5 km i tänkt tävlingsfart. | Status: Förkyld för 6 dagar sedan (feberfri i 3 dagar), känner sig 90 % återställd, något rosslig i halsen på morgonen men pigg i kroppen.",E
"Profil:  | Planerat:  | Status: HRV 115, RHR 42 (nästan tillbaka på baslinje). Körde ett tungt benpass på gymmet igår kväll (knäböj och marklyft). Känner sig extremt stel i framsida lår idag (DOMS), RPE 7/10 på träningsvärk.
Baslinje: Genomsnittligt HRV: 120. VO2 max: 65. Vilopuls (RHR): 40. Veckovolym: 70 km.
Dagens pass: Tröskelintervaller 6x1000m på löparbana.",A
"Profil: 45 år, tränar inför första halvmaraton, veckovolym 45 km. | Planerat: Långpass – 20 km. | Status: Garmin visar “Recovery time: 48 h” efter gårdagens hårda pass, benen känns tunga. 
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Körde tröskelintervaller. Första intervallen gick på 3:55-tempo, sista gick på 4:30-tempo för att han tog slut. Han mår pyton och är besviken.
Dagens pass (Dagen efter): Långpass 16 km.
Vad rekommenderar du?",E
"Profil: 17 år, juniorlöpare. | Planerat: Backintervaller 10×30 sek. | Status: Väldigt stressad dag, endast 25 min tid, RPE 5/10. Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Körde tröskelintervaller. Första intervallen gick på 3:55-tempo, sista gick på 4:30-tempo för att han tog slut. Han mår pyton och är besviken.
Dagens pass (Dagen efter): Långpass 16 km.
Vad rekommenderar du?",E
"Profil: 19 år, tävlar på 400 m, veckovolym 20 km. | Planerat: 10×200 m sprint. | Status: Känning i baksida lår, smått öm vid tryck. Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Genomförde halvmaratonloppet igår. Knät höll! Han mår fantastiskt bra och har bara lite vanlig muskelvärk. Eftersom han är så glad och motiverad vill han direkt börja träna mot ett nytt lopp imorgon.
Dagens pass: Planera framtiden / Vila.
Vad rekommenderar du?",E
"Profil: 27 år, löpare med 10 km mål. | Planerat: 14 km långpass. | Status: Knäkänningar efter senaste passet, RPE 7/10. 
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Johan sprang sitt maraton i söndags. Det är nu onsdag. Han har fortfarande svår träningsvärk i vaderna och lår, men huvudet skriker efter ""endorfinkicken"" och han vill ut och jogga 10 km. Dagens pass: Helvila / Återhämtningsvecka. Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Marcus körde ett lugnt distanspass igår. Enligt klockan var han i ""Zon 3"" (halvhårt) stora delar av passet, fast han tyckte det kändes som lätt ansträngning (Zon 2). Nu är han orolig att han tränat för hårt.
Dagens pass: Tröskelpass 20 minuter.
Vad rekommenderar du?",E
"Profil: 16 år, ungdomslöpare, tränar 3–4 pass/vecka. | Planerat: 5 km testlopp. | Status: Lätt smärta i armbågen efter skola/idrott, inte relaterat till löpning men distraherad och trött.
Vad rekommenderar du?",E
"Profil: 13 år, ny på löpning, tränar 2–3 ggr/vecka. | Planerat: Lugn distans 5 km. | Status: Ont i magen och låg energi efter skoldagen. Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Måste ta med barnvagnen på dagens pass. Det blåser mycket och det är tungt att putta.
Dagens pass: Fartlek 40 minuter (korta ruscher).
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: HRV 115, RHR 42 (nästan tillbaka på baslinje). Körde ett tungt benpass på gymmet igår kväll (knäböj och marklyft). Känner sig extremt stel i framsida lår idag (DOMS), RPE 7/10 på träningsvärk.
Baslinje: Genomsnittligt HRV: 120. VO2 max: 65. Vilopuls (RHR): 40. Veckovolym: 70 km.
Dagens pass: Tröskelintervaller 6x1000m på löparbana.",B
"Profil: 25 år, tränar för sub40 på milen, veckovolym 55 km. | Planerat: Fartlek – 45 min med flera snabbare inslag. | Status: Senaste tre passen har pulsen legat 10–12 bpm högre än normalt vid samma tempo.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: All data (HRV, RHR, sömn) är perfekt. Alex värmer upp inför passet och känner sig i superform. Men under den andra intervallen hugger det till lätt i baksida lår (hamstring). Smärtan är 3/10, det går att springa men det känns onaturligt.
Baslinje: Genomsnittligt HRV: 120. VO2 max: 65. Vilopuls (RHR): 40. Veckovolym: 70 km.
Dagens pass: Korta, snabba intervaller 15x200m i överfart (snabbare än tävlingsfart).",D
"Profil: 17 år, juniorlöpare. | Planerat: Backintervaller 10×30 sek. | Status: Väldigt stressad dag, endast 25 min tid, RPE 5/10. Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Emma känner sig pigg. Passet känns lugnt och hon kan prata normalt (RPE 4/10). Trots detta varnar hennes klocka efter 6 km att pulsen ligger i röd zon (Zon 4/5).
Dagens pass: Långpass 10 km.
Baslinje: Tränar 3 pass i veckan (tis, tors, sön). Veckovolym: ca 20 km.",B
"Profil:  | Planerat:  | Status: Vaknar utvilad en lördag, känner sig helt oslagbar. HRV är perfekt. Leo vill byta ut sitt lugna distanspass mot ett eget påhittat testlopp för att ""se om han kan slå sitt personbästa på 3000m på träning"". Dagens pass: 10 km lugn återhämtningsdistans (Zon 2). Vad rekommenderar du?",E
"Profil: 17 år, tränar inför terrängtävling, veckovolym 25 km. | Planerat: Backintervaller – 12×45 sek. | Status: Puls stiger mycket snabbt under uppvärmning och ligger 15 bpm högre än normalt vid samma tempo.
Vad rekommenderar du?",E
"Profil: 33 år, tränar för sub45 på 10 km, veckovolym 35 km. | Planerat: 4×8 min tröskel. | Status: Upplevde krampkänning i baksida lår under gårdagens löppass. 
Vad rekommenderar du?",E
"Profil: 24 år, tränar för 5 km, 45 km/vecka. | Planerat: 12×45 sek backintervaller. | Status: Dag 1–2 i menstruationscykeln. Lätt kramp i magen, tyngre benkänsla, men ingen smärta. Puls och sömn normal.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Emma känner sig pigg. Passet känns lugnt och hon kan prata normalt (RPE 4/10). Trots detta varnar hennes klocka efter 6 km att pulsen ligger i röd zon (Zon 4/5).
Dagens pass: Långpass 10 km.
Baslinje: Tränar 3 pass i veckan (tis, tors, sön). Veckovolym: ca 20 km.",E
"Profil:  | Planerat:  | Status: 3 dagar kvar till JSM (Junior-SM). Leo känner sig plötsligt väldigt tung i kroppen, vilket är vanligt under formtoppning, men han är stressad över det och vill ut och ""testa benen"" hårt. Dagens pass: 20 minuter superlugn jogg. Vad rekommenderar du?",E
"Profil: 35 år, nybörjare | Planerat: Lugn distans 40 min | Status: Ont i halsen och lätt feber.",E
"Profil:  | Planerat:  | Status: Körde ett distanspass igår som skulle vara ""lugnt"", men Leo sprang i halvhårt tempo hela vägen för att han ""kände för det"". Idag vaknar han med blytunga ben och noll energi. Dagens pass: Tröskelpass 4x6 minuter. Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Vaknar efter tre dagars frånvaro med halsont. Är nu helt smärt- och feberfri sedan 24 timmar. HRV är dock fortfarande något lågt (105) och vilopulsen är +5 slag över normalt.
Baslinje: Genomsnittligt HRV: 120. VO2 max: 65. Vilopuls (RHR): 40. Veckovolym: 70 km.
Dagens pass: Intervaller 8x400m i 3000m-fart.",B
"Profil:  | Planerat:  | Status: Har tydlig träningsvärk men säger sig vara motiverad att träna. 
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Vaknar utvilad en lördag, känner sig helt oslagbar. HRV är perfekt. Leo vill byta ut sitt lugna distanspass mot ett eget påhittat testlopp för att ""se om han kan slå sitt personbästa på 3000m på träning"". Dagens pass: 10 km lugn återhämtningsdistans (Zon 2). Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: HRV 115, RHR 42 (nästan tillbaka på baslinje). Körde ett tungt benpass på gymmet igår kväll (knäböj och marklyft). Känner sig extremt stel i framsida lår idag (DOMS), RPE 7/10 på träningsvärk.
Baslinje: Genomsnittligt HRV: 120. VO2 max: 65. Vilopuls (RHR): 40. Veckovolym: 70 km.
Dagens pass: Tröskelintervaller 6x1000m på löparbana.",C
"Profil:  | Planerat:  | Status: Marcus vaknar och känner sig i sitt livs form, full av energi (RPE 2/10 på trötthet). Men hans klocka visar ""Training Readiness: LOW"", HRV är i botten och klockan rekommenderar 48 timmars vila.
Dagens pass: Intervaller 5x1000m.
Vad rekommenderar du?",E
"Profil: 40 år, tränar inför halvmaraton, veckovolym 50 km. | Planerat: Tröskel – 5×6 min. | Status: Har redan genomfört 4 hårda pass de senaste 6 dagarna, känner sig trött men ”vill inte missa passet”.
Vad rekommenderar du?a",E
"Profil: 28 år, tränar för Göteborgsvarvet, veckovolym 50 km. | Planerat: Tempopass – 20 min sammanhängande tröskel. | Status: Öm hälsena som känns stel på morgonen och ömmar lätt vid löpning.
Vad rekommenderar du?",E
"Profil: 35 år, nybörjare | Planerat: Lugn distans 40 min | Status: Ont i halsen och lätt feber.",E
"Profil:  | Planerat:  | Status: Vaknar dagen efter ett distanspass. Känner en liten, ""kall"" och stramande känsla (2/10) i utsida knä (där han haft löparknä förut). Det gör inte jätteont, men han känner igen känslan exakt.
Dagens pass: Korta backintervaller 12x30 sek.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Fick enorma köttsår/skavsår på hälarna efter helgens pass. Plåster fäster inte. Att ta på sig löparskorna gör brutalt ont.
Dagens pass: 15 km tröskel.
Vad rekommenderar du?",E
"Profil: 30 år, tränar för milen sub45, 40 km/vecka. | Planerat: Backintervaller 12×45 sek. | Status: I den del av menstruationscykeln där ledrörligheten kan öka (runt ägglossning). Känner lätt instabilitet i knäna men ingen smärta. Energi och puls normala.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Emma har känt ett svagt ""molande"" på utsidan av höger knä efter förra passet (2/10 i smärta). Känns inte när hon går, bara ibland i trappor.
Dagens pass: 5 km lugn distans.
Baslinje: Tränar 3 pass i veckan (tis, tors, sön). Veckovolym: ca 20 km.",E
"Profil: 24 år, tävlingsinriktad, tränar 7 pass/vecka. | Planerat: 14 km distans. | Status: Känt sig konstant trött i 2–3 veckor, sänkt fart på distanspassen trots samma ansträngning, sömn ok men låg motivation. HRV lägre än normalt flera dagar i rad.
Vad rekommenderar du?",E
"Profil: 34 år, tränar inför halvmaraton, veckovolym 50 km. | Planerat: Tröskel – 4×10 min. | Status: Har haft hög träningsvolym i fem dagar. Benen känns “slitna” trots bra sömn. Ingen smärta, men mycket låg explosivitet vid morgonens trappgång. HRV är låg.
Vad rekommenderar du?",E
"Profil: 33 år, motionär, tränar 3 pass/vecka. | Planerat: Långpass – 14 km. | Status: Smärta på utsida knä efter förra långpasset (misstänkt löparknä), känns vid löpning. 
Vad rekommenderar du?",E
"Profil: 28 år, tränar för 10 km, veckovolym 45 km. | Planerat: Intervaller – 4×1600 m. | Status: Kraftig träningsvärk i baksida lår, svårt att sträcka ut benet ordentligt. 
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: All data (HRV, RHR, sömn) är perfekt. Alex värmer upp inför passet och känner sig i superform. Men under den andra intervallen hugger det till lätt i baksida lår (hamstring). Smärtan är 3/10, det går att springa men det känns onaturligt.
Baslinje: Genomsnittligt HRV: 120. VO2 max: 65. Vilopuls (RHR): 40. Veckovolym: 70 km.
Dagens pass: Korta, snabba intervaller 15x200m i överfart (snabbare än tävlingsfart).",E
"Profil: 16 år, medeldistansare. | Planerat: 6×800 m intervaller. | Status: Social stress, mycket i skolan men sovit 8 h, RPE 4/10. 
Vad rekommenderar du?",E
"Profil: 31 år, tränar 5 pass/vecka, stabil träningsbakgrund. | Planerat: 6×1 km intervaller (totalt 12 km inkl. upp-/nedjogg). | Status: Efter 3:e intervallen uppstår plötslig smärta i höger vad (6/10). Går att springa men känns tydligt vid frånskjut.
Vad rekommenderar du?",E
"Profil: 32 år, tränar för halvmaraton, 50 km/vecka. | Planerat: 14 km distans. | Status: Sovit 6 timmar, pollenhalter höga, ovanligt tung andning på morgonpromenaden.
Vad rekommenderar du?",E
"Profil: 29 år, erfaren löpare, tränar för 10 km, veckovolym 40 km. | Planerat: Tröskel – 3×8 min. | Status: Huggande smärta i höger höft varje gång foten sätts i marken.
Vad rekommenderar du?",E
"Profil: 27 år, löpare med 10 km mål. | Planerat: 14 km långpass. | Status: Knäkänningar efter senaste passet, RPE 7/10. 
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Känner sig ""tjock"" i halsen på morgonen, men har absolut ingen feber och vilopulsen är normal. Ingen smärta när han sväljer. Dagens pass: Backintervaller 10x45 sekunder. Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Har burit gipsskivor uppför trappor hela dagen på bygget. Klockan är 17:00, vaderna och låren är stenhårda och bränner redan innan han bytt om till löparkläder.
Dagens pass: Backintervaller 8x45 sekunder.
Vad rekommenderar du?",E
"Profil: 27 år, löpare med 10 km mål. | Planerat: 14 km långpass. | Status: Knäkänningar efter senaste passet, RPE 7/10. 
Vad rekommenderar du?",E
"Profil: 24 år, tränar för 5 km, 45 km/vecka. | Planerat: 12×45 sek backintervaller. | Status: Dag 1–2 i menstruationscykeln. Lätt kramp i magen, tyngre benkänsla, men ingen smärta. Puls och sömn normal.
Vad rekommenderar du?",E
"Profil: 31 år, tränar för halvmaraton, veckovolym 45 km. | Planerat: 3×10 min tröskel. | Status: Hög vilopuls i morse, Garmin anger “Hög stress”.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Har tydlig träningsvärk men säger sig vara motiverad att träna. 
Vad rekommenderar du?",E
"Profil: 25 år, tränar för sub40 på milen, veckovolym 55 km. | Planerat: Fartlek – 45 min med flera snabbare inslag. | Status: Senaste tre passen har pulsen legat 10–12 bpm högre än normalt vid samma tempo.
Vad rekommenderar du?",E
"Profil: 42 år, motionär, tränar 3 ggr/vecka. | Planerat: Långpass 16 km. | Status: Väldigt varmt ute (29°C), känner sig tung och trött. 
Vad rekommenderar du?",E
"Profil: 27 år, ambitiös motionär, tränar 6 pass/vecka, mål: halvmaraton om 3 veckor. | Planerat: Långpass 90 min med sista 20 min i tävlingsfart. | Status: Känner begynnande ont på utsidan av höger knä (3/10), ökade träningsmängden med 20 % senaste 2 veckorna, mentalt väldigt motiverad.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Sovit 3–4 timmar natten innan p.g.a. nervositet. Känner sig lite seg men inte sjuk.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Under ett 28 km långpass (som springs i ZON 2) tar energin tvärslut för Johan vid 22 km (Han ""går in i väggen""). Pulsen är låg, men benen känns som bly. Dagens pass: Långpass 28 km. Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Mycket stress i skolan/jobbet senaste tre dagarna. Har bara hunnit sova 5 timmar per natt. RHR är uppe på 48 (något förhöjd). Alex är dock extremt motiverad och vill träna hårt för att få en mental paus från stressen.
Baslinje: Genomsnittligt HRV: 120. VO2 max: 65. Vilopuls (RHR): 40. Veckovolym: 70 km.
Dagens pass: Långpass 90 minuter.",B
"Profil: 23 år, nyss persat 5 km. | Planerat:  | Status: Sovit bra, RPE 3/10, senaste veckorna gått mycket bra. 
Vad rekommenderar du?",E
"Profil: 19 år, motionär, tränar 4 pass/vecka | Planerat: Intervaller 8×3 min | Status: Sovit 4 timmar, RPE 8/10 igår, lätt huvudvärk",E
"Profil:  | Planerat:  | Status: Har gått mycket på asfalterat tak hela veckan. Imorse när han klev ur sängen högg det till som en kniv under ena hälen (klassiskt symtom på hälsporre). Det släppte lite efter frukost.
Dagens pass: 8 km tröskelpass.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Mikael har arbetat utomhus i 4 grader och hällregn hela dagen. Han är frusen in i märgen. Schemat säger att han ska ut och springa långpass i samma regnväder ikväll.
Dagens pass: 15 km långpass.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Det är dagen innan Emmas stora mål: Hon ska springa ""Test-milen"" för att se om hon klarar under 60 minuter. Hon är väldigt nervös och vill sticka ut och ""testa formen"" med ett snabbt 3 km-pass.
Dagens pass: Helvila.
Baslinje: Tränar 3 pass i veckan (tis, tors, sön). Veckovolym: ca 20 km.",E
"Profil: 27 år, löpare med 10 km mål. | Planerat: 14 km långpass. | Status: Knäkänningar efter senaste passet, RPE 7/10. 
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Det regnar på tvären och är mörkt ute. Emma är trött och känner absolut noll motivation att gå ut. Ingen träningsvärk, bara hjärnspöken.
Dagens pass: Backintervaller 8x40 sekunder.
Baslinje: Tränar 3 pass i veckan (tis, tors, sön). Veckovolym: ca 20 km.",C
"Profil:  | Planerat:  | Status: Två dagar efter 5000m-loppet (där han persade!). Motivationen är på topp och Alex känner sig mentalt oslagbar. Sömnen och HRV har återgått till det normala, men vaderna är fortfarande spända (DOMS 4/10).
Dagens pass: 60 min lugn återhämtningsdistans (Zon 2).
Baslinje: Genomsnittligt HRV: 120. VO2 max: 65. Vilopuls (RHR): 40. Veckovolym: 70 km.",A
"Profil: 32 år, tränar för halvmaraton, 50 km/vecka. | Planerat: 14 km distans. | Status: Sovit 6 timmar, pollenhalter höga, ovanligt tung andning på morgonpromenaden.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Skulle ha sprungit igår, men barnet blev sjukt (VAB). Idag är det hennes planerade vilodag, men hon känner extrem ångest över att ha ""missat"" ett pass och vill klämma in igårdagens pass ikväll.
Dagens pass (Egentligen vilodag): Hårda intervaller (från igår).
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Mycket stress i skolan/jobbet senaste tre dagarna. Har bara hunnit sova 5 timmar per natt. RHR är uppe på 48 (något förhöjd). Alex är dock extremt motiverad och vill träna hårt för att få en mental paus från stressen.
Baslinje: Genomsnittligt HRV: 120. VO2 max: 65. Vilopuls (RHR): 40. Veckovolym: 70 km.
Dagens pass: Långpass 90 minuter.",A
"Profil:  | Planerat:  | Status: Efter gårdagens lugna löpning fick hon ont (smärta 4/10) framtill i bäckenet/symfysen, vilket hon känner igen från graviditeten. Idag känns det okej vid gång, men ömmar om hon hoppar.
Dagens pass: 6 km distans.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Var hos fysioterapeuten igår som sa ""ta det försiktigt"". David tolkar ""försiktigt"" som att han kan springa sina intervaller, men kanske lite långsammare.
Dagens pass: 8x400m intervaller.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Efter en treveckors-period av hård träning visar Johans klocka att hans HRV har varit konstant lågt i 5 dagar. Vilopulsen är dock normal. Han känner sig ""lite tung"" men vill träna. Dagens pass: 12 km fartlek. Vad rekommenderar du?",E
"Profil: 27 år, tränar för 10 km, 55 km/vecka. | Planerat: 12 km distans. | Status: Senaste passet upplevdes lätt hugg i höger höftkula vid varje tredje steg på uppvärmning. Smärtan försvann när tempot höjs marginellt.
Vad rekommenderar du?",E
"Profil: 19 år, terränglöpare, veckovolym 35 km | Planerat: Intervaller – 6×800 m | Status: Ont i halsen, lätt feberkänsla och frusen.",E
"Profil:  | Planerat:  | Status: Johan sprang sitt maraton i söndags. Det är nu onsdag. Han har fortfarande svår träningsvärk i vaderna och lår, men huvudet skriker efter ""endorfinkicken"" och han vill ut och jogga 10 km. Dagens pass: Helvila / Återhämtningsvecka. Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Har burit gipsskivor uppför trappor hela dagen på bygget. Klockan är 17:00, vaderna och låren är stenhårda och bränner redan innan han bytt om till löparkläder.
Dagens pass: Backintervaller 8x45 sekunder.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: 4 dagar kvar till halvmaratonloppet. Mikael kan inte sitta still och vila på dagarna som proffsen (han måste ju bygga altaner). Han är orolig för att han kommer vara tung i benen på startlinjen.
Dagens pass: Lätt aktivering (20 min jogg).
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Emma blir kvar på jobbet pga en kris. Istället för de planerade 60 minuterna har hon nu bara 30 minuter till godo innan hon måste hämta barn. Känner sig stressad.
Dagens pass: Lugn distans 8 km (ca 60 min).
Baslinje: Tränar 3 pass i veckan (tis, tors, sön). Veckovolym: ca 20 km.",C
"Profil:  | Planerat:  | Status: Skulle ha sprungit igår, men barnet blev sjukt (VAB). Idag är det hennes planerade vilodag, men hon känner extrem ångest över att ha ""missat"" ett pass och vill klämma in igårdagens pass ikväll.
Dagens pass (Egentligen vilodag): Hårda intervaller (från igår).
Vad rekommenderar du?",E
Profil:  | Planerat:  | Status: Johan ska springa intervaller och hamnar med yngre löpare. Han springer intervallerna alldeles för snabbt (långt över sin mjölksyratröskel) och känner att han drar på sig mycket syra tidigt i passet. Dagens pass: Tröskelintervaller 4x2 km. Vad rekommenderar du?,E
"Profil:  | Planerat:  | Status: Marcus köpte nya, aggressiva kolfiberskor och sprang sitt långpass i dem igår. Idag vaknar han med extremt spända vader och ömma hälsenor (DOMS 7/10).
Dagens pass: Lugn distans 8 km.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Marcus körde ett lugnt distanspass igår. Enligt klockan var han i ""Zon 3"" (halvhårt) stora delar av passet, fast han tyckte det kändes som lätt ansträngning (Zon 2). Nu är han orolig att han tränat för hårt.
Dagens pass: Tröskelpass 20 minuter.
Vad rekommenderar du?",E
"Profil:  | Planerat:  | Status: Sprang milen på tävling igår på 40:30, missade sitt sub-40-mål. Han är extremt frustrerad och vill ut och köra backintervaller idag för att ""straffa sig själv"" i form.
Dagens pass: Vila / Lugn promenad.
Vad rekommenderar du?",E
"Profil: 42 år, motionslöpare, tränar för 10 km, 30 km/vecka | Planerat: 12 km distans | Status: Lätt halsont sedan morgonen, känns tung i kroppen.",E
"Profil: 30 år, tränar för halvmaraton. | Planerat: Tröskelpass 3×10 min. | Status: Förhöjd puls 10 bpm över normalt på lugna pass, RPE högre än vanligt. 
Vad rekommenderar du?",E
